id,actif,poste,ville,departement,region,lieux_poste,etablissements,finess,date_parution,mois_parution,annee_parution,categorie,type_structure,type_etablissement,latitude,longitude,latitude_finess,longitude_finess,qualite_coordonnees,source_coordonnees,source,observations,texte_source_poste,raison_sociale_finess,qualite_appariement_finess
46,Oui,directeur-adjoint au centre hospitalier de Verneuil-sur-Avre et directeur délégué des EHPAD de Rugles et Breteuil-sur-Iton,Verneuil-sur-Avre,Eure,Normandie,Verneuil-sur-Avre,"centre hospitalier de Verneuil-sur-Avre, EHPAD de Breteuil-sur-Iton et EHPAD de Rugles (direction commune) (Eure)",270000441,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,48.74173163712879,0.9214778331680502,48.74173163712879,0.9214778331680502,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,CH VERNEUIL-SUR-AVRE,FINESS fourni
47,Oui,"directeur du pôle EHPAD du centre hospitalier de Périgueux, référent de la filière gériatrique de centre hospitalier de Périgueux",Périgueux,Dordogne,Nouvelle-Aquitaine,Périgueux,"centres hospitaliers de Périgueux, Lanmary, Sarlat, Domme et Nontron (direction commune) (Dordogne)",240004994,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,45.19223815560013,0.729375146171543,45.19223815560013,0.729375146171543,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,CENTRE DE PLANIFICATION,FINESS fourni
48,Oui,directeur des achats et de la logistique,Non renseigné,Nord,Hauts-de-France,Nord,EPSM des Flandres (Nord),590007993,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,Établissement sanitaire,50.74435469562128,2.739791440720817,50.74435469562128,2.739791440720817,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,CLINIQUE PSY 59G06 ADULT LA CLAIRIERE,FINESS fourni
49,Oui,directeur adjoint délégué de l’EHPAD de Martel,Saint-Céré,Lot,Occitanie,Saint-Céré,"centres hospitaliers « Saint-Jacques » à Saint-Céré, « Louis Conte » à Gramat et EHPAD « Résidence Les Consuls » à Martel (direction commune) (Lot)",460006612,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,44.8624987412165,1.8890036037608704,44.8624987412165,1.8890036037608704,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,AAIR UAD ST CERE,FINESS fourni
50,Oui,directeur adjoint délégué de site sur la Résidence de la Belle,Brantôme-en-Périgord,Dordogne,Nouvelle-Aquitaine,Brantôme-en-Périgord,EHPAD « Résidence de la Dronne » à Brantôme-en-Périgord et « Résidence de la Belle » à Mareuil-en-Périgord (direction commune) (Dordogne),240002147,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Médico-social,EHPAD autonome,45.3639437731611,0.6567977958965608,45.3639437731611,0.6567977958965608,Coordonnées FINESS géolocalisées,"1,ATLASANTE,93,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,EHPAD RESIDENCE DE LA DRONNE,FINESS fourni
51,Oui,directeur adjoint en charge de la filière médico-sociale et des budgets annexes,Non renseigné,Seine-Saint-Denis,Île-de-France,Seine-Saint-Denis,GHT Grand Paris Nord Est (Seine-Saint-Denis),930030028,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Médico-social,Médico-social,48.93052178619998,2.356360687958308,48.93052178619998,2.356360687958308,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,CDS DE SAINT DENIS,FINESS fourni
52,Oui,"directeur de la stratégie, des projets transversaux, des coopérations, des affaires juridiques et référent de la filière gériatrique",Somain,Nord,Hauts-de-France,Somain,centre hospitalier de Somain et EHPAD d’Orchies (Nord),590000014,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,50.35612069232539,3.2845133279800725,50.35612069232539,3.2845133279800725,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,CH SOMAIN,FINESS fourni
53,Oui,directeur adjoint pôle de Chaillac,Fontarce,Indre,Centre-Val de Loire,Fontarce,EPD Blanche de Fontarce (Indre),Non publié dans l'avis,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Non précisé,Non précisé,46.78,1.57,Non renseigné,Non renseigné,Coordonnées manuelles,Saisie Excel,https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,Non renseigné,Non renseigné
54,Oui,chargé de la gestion des sites de l’EHPAD La Lègue et du centre hospitalier de Sault,Carpentras,Vaucluse,Provence-Alpes-Côte d'Azur,Carpentras,"centres hospitaliers de Carpentras, de Sault et EHPAD de Bédoin (direction commune) (Vaucluse)",840000392,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,44.055561485217645,5.048725728709022,44.055561485217645,5.048725728709022,Coordonnées FINESS géolocalisées,"3,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,CENTRE HOSPITALIER DE CARPENTRAS,FINESS fourni
55,Oui,directeur adjoint en charge de la filière gériatrique,Briey,Meurthe-et-Moselle,Grand Est,Briey,"centre hospitalier régional Metz-Thionville, centre hospitalier de Briey (Meurthe-et-Moselle), de Boulay, EHPAD de Creutzwald et établissement public départemental de santé de Gorze (Moselle)",540000155,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,48.5888228792336,6.49277504797028,48.5888228792336,6.49277504797028,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,CENTRE HOSPITALIER DE LUNEVILLE,FINESS fourni
56,Oui,directeur des affaires financières,Non renseigné,Nord,Hauts-de-France,Nord,EPSM des Flandres (Nord),590007993,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,Établissement sanitaire,50.74435469562128,2.739791440720817,50.74435469562128,2.739791440720817,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,CLINIQUE PSY 59G06 ADULT LA CLAIRIERE,FINESS fourni
57,Oui,"directeur de la qualité et du contrôle interne, de l’expérience patient et de la communication du centre hospitalier de Saint-Quentin (DQEPC)",Saint-Quentin,Aisne,Hauts-de-France,Saint-Quentin,centre hospitalier de Saint-Quentin et centre hospitalier de Chauny (direction commune) (Aisne),020000162,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,Établissement sanitaire,49.861845408283386,3.269152682881483,49.861845408283386,3.269152682881483,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,CH SAINT-QUENTIN,FINESS fourni
58,Oui,directeur adjoint,Non renseigné,Paris,Île-de-France,Paris,maison d’accueil de l’enfance Eleanor Roosevelt (Paris),750058901,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Non précisé,Non précisé,48.876432984110295,2.4107420852392845,48.876432984110295,2.4107420852392845,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,MAISON ACCUEIL ENFANCE E ROOSEVELT,FINESS fourni
59,Oui,directeur opérationnel de l’EHPAD Augé-Colin,Reims,Marne,Grand Est,Reims,"CHU de Reims, centre hospitalier d’Epernay, centre hospitalier de Montmirail, EHPAD d’Ay-Champagne et EHPAD d’Avize (direction commune) (Marne)",510026222,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,49.252809503872406,4.026848765629093,49.252809503872406,4.026848765629093,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,CENTRE DENTAIRE DE REIMS,FINESS fourni
60,Oui,Directeur adjoint / directrice adjointe,Allonnes,Sarthe,Pays de la Loire,Allonnes,"EPSM de la Sarthe à Allonnes (Sarthe), un emploi d’adjoint au directeur du pôle médico-administratif",720007038,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Non précisé,Non précisé,47.95906517921835,0.1599146808302609,47.95906517921835,0.1599146808302609,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,IFSI DE L EPSM DE LA SARTHE,FINESS fourni
61,Oui,directeur des ressources humaines et des affaires médicales,Antrain,Ille-et-Vilaine,Bretagne,Antrain,centre hospitalier de Fougères et centre hospitalier des Marches de Bretagne à Antrain (direction commune) (Ille-et-Vilaine),350000154,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,Établissement sanitaire,48.35844181905354,-1.1934643294887568,48.35844181905354,-1.1934643294887568,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,C.H FOUGERES,FINESS fourni
62,Oui,directeur délégué de site,Morangis,Essonne,Île-de-France,Morangis,"EHPAD de Palaiseau, EHPAD de Sainte-Geneviève-des-Bois et SEGA (service essonnien du grand âge) à Morangis (direction commune) (Essonne)",910019462,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Médico-social,EHPAD autonome,48.70924705147232,2.3279156110835477,48.70924705147232,2.3279156110835477,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,EHPAD PUBLIC GENEVIEVE LAROQUE,FINESS fourni
63,Oui,directeur du pôle adulte,Non renseigné,Aisne,Hauts-de-France,Aisne,groupe EPHESE (établissements publics handicaps éducation soin emploi) (direction commune) (Aisne),Non publié dans l'avis,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Médico-social,Médico-social,49.56,3.62,Non renseigné,Non renseigné,Coordonnées manuelles,Saisie Excel,https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,Non renseigné,Non renseigné
64,Oui,"directeur de la filière gériatrique de la direction commune des centres hospitaliers sud Francilien et d’Arpajon, Adjoint au directeur du site d’Arpajon",Corbeil-Essonnes,Essonne,Île-de-France,Corbeil-Essonnes,centre hospitalier intercommunal Sud Francilien à Corbeil-Essonnes et centre hospitalier d’Arpajon (direction commune) (Essonne),910000314,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,Établissement sanitaire,48.598319185296766,2.4798803504634175,48.598319185296766,2.4798803504634175,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,CH SUD FRANCILIEN,FINESS fourni
65,Oui,directeur adjoint en charge du médico-social,St-Amand-les Eaux,Nord,Hauts-de-France,St-Amand-les Eaux,centre hospitalier de St-Amand-les Eaux et EHPAD « Résidence Dronsart » de Bouchain (Nord),590783304,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,50.27925182699791,3.31851511682977,50.27925182699791,3.31851511682977,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,EHPAD DRONSART,FINESS fourni
66,Oui,"directeur de la stratégie humaine, de la qualité gestion des risques et de la coordination territoriale",Capesterre Belle Eau,Guadeloupe,Guadeloupe,Capesterre Belle Eau,centre hospitalier de Capesterre Belle Eau (Guadeloupe),970100459,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,Établissement sanitaire,16.006641675791762,-61.59344652024698,16.006641675791762,-61.59344652024698,Coordonnées FINESS géolocalisées,"2,ATLASANTE,84,IGN,BD_ADRESSE,V2.2,UTM_N20",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,C.H. DE CAPESTERRE-BELLE-EAU (EX HL),FINESS fourni
67,Oui,"directeur adjoint en charge des ressources humaines (médicales et non médicales), des relations sociales et du contrôle de gestion sociale de la direction commune",Corbie,Somme,Hauts-de-France,Corbie,centres hospitaliers d’Albert et de Corbie (direction commune) (Somme),800020448,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,Établissement sanitaire,49.906782481376325,2.506527841722746,49.906782481376325,2.506527841722746,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,MSP DE CORBIE,FINESS fourni
68,Oui,"directeur adjoint en charge de la filière gériatrique, du pôle social et directeur délégué des Genêts d’Or",Villefranche-de-Rouergue,Aveyron,Occitanie,Villefranche-de-Rouergue,centre hospitalier de Villefranche-de-Rouergue et EHPAD « Les Genêts d’Or du Ségala » de Rieupeyroux (direction commune) (Aveyron),120000054,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,44.34233545010012,2.0321179371098044,44.34233545010012,2.0321179371098044,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,CH VILLEFRANCHE SITE CHARTREUSE,FINESS fourni
69,Oui,"directeur adjoint chargé des relations avec les usagers, de la communication et de la politique des personnes âgées",Nord Mayenne,Mayenne,Pays de la Loire,Nord Mayenne,centre hospitalier de Nord Mayenne et hôpital de Villaines-la-Juhel (direction commune) (Mayenne),530000264,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,Établissement sanitaire,48.06510149850152,-0.783943367749715,48.06510149850152,-0.783943367749715,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,CENTRE HOSPITALIER DE LAVAL,FINESS fourni
70,Oui,"directeur adjoint au sein du département Ville-Médico-social Hôpital, en charge de la direction déléguée de l’EHPAD de Gondrecourt Le Château",Nancy,Meurthe-et-Moselle,Grand Est,Nancy,"centre hospitalier régional universitaire de Nancy, centres hospitaliers « Saint-Charles » de Toul, de Pont-à-Mousson, « Saint-Jacques » de Dieuze (Moselle), centre hospitalier intercommunal de Pompey Lay Saint-Christophe et EHPAD « Saint-Charles » de Vezelise, « Saint-Dominique » de Mars-La-Tour et « Jean-François Fidry » de Labry (direction commune) (Meurthe-et-Moselle)",540003043,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,48.68696494679469,6.191678529698561,48.68696494679469,6.191678529698561,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,CHRU NANCY - HOPITAL SAINT JULIEN,FINESS fourni
71,Oui,directeur adjoint - délégué en charge des établissements de Flassans et Besse-sur-Issole,Flassans,Var,Provence-Alpes-Côte d'Azur,Flassans,CH Brignoles- Le Luc-en-Provence et EHPAD Flassans-sur-Issole (direction commune) (Var),830212742,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,43.40384413388224,6.073357616249265,43.40384413388224,6.073357616249265,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,CH BRIGNOLES SLD,FINESS fourni
72,Oui,directeur délégué de la Venise Champenoise - directeur délégué de pôle,Châlons-en-Champagne,Marne,Grand Est,Châlons-en-Champagne,"centre hospitalier Léon-Bourgeois à Châlons-en-Champagne, EPSM de la Marne, centre hospitalier d’Argonne à Sainte-Ménéhould et EHPAD la clé des champs à Vienne-le-Château (direction commune) (Marne)",510025802,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,48.96310344714536,4.378286621057884,48.96310344714536,4.378286621057884,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,ALAJI CHALONS EN CHAMPAGNE,FINESS fourni
73,Oui,directeur adjoint à la directrice déléguée en charge du site de Confolens,Ruffec,Charente,Nouvelle-Aquitaine,Ruffec,"centres hospitaliers d’Angoulême, de la Rochefoucauld, de Ruffec, de Confolens et EHPAD d’Aigre (direction commune) (Charente)",160007092,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,46.027075633846096,0.196321756308019,46.027075633846096,0.196321756308019,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,EHPAD LES BOUTONS D'OR,FINESS fourni
74,Oui,directeur adjoint des affaires financières,Haut-Var,Haut-Var,Provence-Alpes-Côte d'Azur,Haut-Var,"EHPAD « résidence la source », EHPAD « l’Oustaou de Zaou », IME du Haut-Var, SESSAD de Haut-Var et ESAT du Haut-Var (direction commune) (Haut-Var)",620105221,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Médico-social,EHPAD autonome,50.39919585159756,2.101411859635611,50.39919585159756,2.101411859635611,Coordonnées FINESS géolocalisées,"3,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,EHPAD,FINESS fourni
75,Oui,Directeur adjoint / directrice adjointe,Caen,Calvados,Normandie,Caen,"CHU de Caen, centre hospitalier de Falaise et centre hospitalier de la Côte Fleurie (Calvados), un emploi d’adjoint au directeur du site du centre hospitalier de la Côte Fleurie",140000209,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,Établissement sanitaire,49.20831496223478,-0.3624604032951395,49.20831496223478,-0.3624604032951395,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,CHU COTE DE NACRE - CAEN,FINESS fourni
76,Oui,Directeur adjoint / directrice adjointe,Chatillon-sur-Indre,Indre,Centre-Val de Loire,Chatillon-sur-Indre,"centre hospitalier de Chatillon-sur-Indre, EHPAD de Mézières-en-Brenne, centre hospitalier de Buzançais et EHPAD de Clion-sur-Indre (direction commune) (Indre), un emploi d’adjoint au directeur en charge du pôle ressources transversales du CHVI",360000202,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,46.98880041129884,1.1646916963292384,46.98880041129884,1.1646916963292384,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,CH CHATILLON SUR INDRE,FINESS fourni
77,Oui,directeur délégué adjoint du centre hospitalier de Saint-Laurent-du-Pont,Grenoble,Isère,Auvergne-Rhône-Alpes,Grenoble,"centre hospitalier universitaire de Grenoble, centres hospitaliers de La Mure, de Saint-Geoire-en-Valdaine, de Saint-Laurent-du-Pont et EHPAD d’Entre-deux-Guiers et de Voreppe (Isère)",380786590,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,45.18655882265683,5.713663795226677,45.18655882265683,5.713663795226677,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,EHPAD SAINT-BRUNO GRENOBLE,FINESS fourni
78,Oui,directeur adjoint,Banyuls,Pyrénées-Orientales,Occitanie,Banyuls,"EHPAD de Banyuls, de Port Vendres, d’Arles-sur-Tech et Prats-de-Mollo-la-Preste (direction commune) (Pyrénées-Orientales)",660781121,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,42.45934929869987,2.6366569204316233,42.45934929869987,2.6366569204316233,Coordonnées FINESS géolocalisées,"2,ATLASANTE,84,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,EHPAD BAPTISTE PAMS,FINESS fourni
79,Oui,"directeur de la filière gériatrique du GH70 - directeur référent des hôpitaux de proximité de Gray, Lure et Luxeuil-les-Bains : axe stratégie et coordination territoriale",Gray,Haute-Saône,Bourgogne-Franche-Comté,Gray,groupe hospitalier de la Haute-Saône (Haute-Saône),700000011,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,Établissement sanitaire,47.44646336283676,5.587263904340236,47.44646336283676,5.587263904340236,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,GH HAUTE SAONE SITE GRAY,FINESS fourni
80,Oui,directeur délégué des sites de l’EHPAD d’Envermeu et de l’EHPAD de Saint-Crespin,Dieppe,Seine-Maritime,Normandie,Dieppe,"centres hospitaliers de Dieppe, d’Eu, de Saint-Valéry-en-Caux et les EHPAD de Luneray, de Saint-Crespin, du Tréport et d’Envermeu (direction commune) (Seine Maritime)",760000018,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,49.92076550723145,1.0786305722300362,49.92076550723145,1.0786305722300362,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,CH DIEPPE,FINESS fourni
81,Oui,"directeur adjoint chargé de la qualité, de la gestion des risques et du système d’information des établissements et services de la direction commune et directeur délégué de l’EHPAD de la Fondation Aulagnier",Asnières-sur-Seine,Hauts-de-Seine,Île-de-France,Asnières-sur-Seine,fondation Aulagnier à Asnières-sur-Seine et EHPAD les Marronniers à Levallois-Perret (direction commune) (Hauts-de-Seine),920024890,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Médico-social,EHPAD autonome,48.91067615320774,2.296402760590227,48.91067615320774,2.296402760590227,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,CPMI D ASNIERES SUR SEINE,FINESS fourni
82,Oui,directeur de l’établissement pour enfants et adolescents polyhandicapés,Non renseigné,Aisne,Hauts-de-France,Aisne,groupe EPHESE (établissements publics handicaps éducation soin emploi) (direction commune) (Aisne),020004990,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Médico-social,Médico-social,49.62150830296844,3.2190920373124734,49.62150830296844,3.2190920373124734,Coordonnées FINESS géolocalisées,"1,ATLASANTE,87,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,CENTRE POUR ADOLESCENTS EPSMD AISNE,FINESS fourni
83,Oui,directeur adjoint en charge de la dimension éducative,Oise,Val-d’Oise,Île-de-France,Oise,maison départementale de l’enfance du Val-d’Oise (Val-d’Oise),950808840,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Médico-social,Handicap enfant,49.03113077221476,2.0677834541477136,49.03113077221476,2.0677834541477136,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,MAISON DEPARTEMENTALE DE L'ENFANCE,FINESS fourni
84,Oui,"directeur adjoint préfigurateur de la direction commune avec l’EHPAD de Le Thor, chargé de la qualité",Le Thor,Vaucluse,Provence-Alpes-Côte d'Azur,Le Thor,centre hospitalier de l’Isle sur la Sorgue (Vaucluse),Non publié dans l'avis,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,44.0,5.18,Non renseigné,Non renseigné,Coordonnées manuelles,Saisie Excel,https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,Non renseigné,Non renseigné
85,Oui,directeur adjoint en charge des affaires financières et des ressources humaines du centre hospitalier de Ham,Saint-Quentin,Aisne,Hauts-de-France,Saint-Quentin,centres hospitaliers de Saint-Quentin et de HAM (direction commune) (Aisne),020000162,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,Établissement sanitaire,49.861845408283386,3.269152682881483,49.861845408283386,3.269152682881483,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,CH SAINT-QUENTIN,FINESS fourni
86,Oui,"directeur filière gériatrique du centre hospitalier Lozère, directeur délégué EHPAD Le Bleymard et EHPAD de Villefort",Mende,Lozère,Occitanie,Mende,"centres hospitaliers de Mende (Hôpital Lozère), de Florac, de Marvejols et EHPAD de Villefort et du Bleymard (Lozère)",480000017,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,44.528597817755994,3.4886840806163235,44.528597817755994,3.4886840806163235,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,HOPITAL LOZERE SITE VALLEE DU LOT,FINESS fourni
